suspect_age,suspect_gender,suspected_offense_type,intoxication_level,mental_confusion_level,suspect_aggression_level,suspect_compliance,officer_tone,officer_deescalation_attempts,bystanders_present,environment_risk_level,time_of_day,number_of_officers,force_used_level,interaction_duration_minutes,interaction_score
16,male,violent_crime,1,2,3,0,2,3,1,2,day,4,3,22,41.6
24,male,domestic_disturbance,2,0,1,0,1,5,0,2,night,4,2,25,59.8
32,female,public_intoxication,1,1,2,1,1,2,0,0,day,2,1,27,74.4
16,female,theft,0,1,3,1,1,2,0,1,day,2,2,14,54.5
23,male,violent_crime,1,0,2,0,2,0,0,1,evening,4,2,14,64.5
28,male,violent_crime,1,1,2,1,3,3,0,3,late_night,4,2,13,108.2
79,male,suspicious_person,2,2,3,1,2,4,1,2,late_night,2,1,11,38.6
32,female,warrant,1,0,0,1,2,3,1,3,evening,3,1,15,64.0
57,male,theft,0,0,2,0,1,3,1,1,late_night,1,2,21,44.3
17,male,shoplifting,0,1,2,2,1,2,1,2,day,3,0,15,69.8
44, male ,other,1,0,1,1,1,4,0,1,day,2,0,22,79.6
32,male,theft,0,0,2,2,1,2,1,2,night,3,1,14,67.2
26,male,other,1,0,1,1,2,0,0,1,day,2,1,9,69.6
,female,theft,0,0,1,1,2,4,0,1,night,2,0,19,71.9
34,male,DUI,2,2,0,1,1,4,0,3,night,2,1,42,67.1
35,male,domestic_disturbance,1,0,2,1,2,2,0,2,night,3,2,21,69.8
35,male,mental_health_crisis,1,2,1,2,1,4,1,2,day,2,2,30,65.5
22,,mental_health_crisis,1,1,2,2,1,7,0,1,day,3,2,38,72.7
31,male,suspicious_person,2,1,1,0,3,4,0,2,night,2,1,24,51.3
43,female,public_intoxication,2,2,1,0,2,4,0,1,evening,3,0,26,57.4
28,female,domestic_disturbance,0,0,3,0,2,1,1,2,day,3,2,17,44.7
19,female,other,1,2,1,1,1,4,0,2,evening,3,0,31,72.1
17,male,warrant,1,0,0,1,1,2,0,2,night,4,0,14,80.8
30,female,domestic_disturbance,1,1,2,0,2,4,0,3,night,3,1,28,46.7
16,male,theft,1,0,2,1,1,4,0,1,night,2,0,19,81.4
16,female,domestic_disturbance,0,1,2,3,1,1,0,0,evening,2,0,31,86.5
37,female,traffic_violation,0,1,0,3,2,3,0,0,day,2,0,1,100.0
32,female,other,1,2,2,1,1,2,1,3,day,3,2,17,43.9
16,male,traffic_violation,1,0,1,2,1,1,0,2,evening,1,0,13,80.8
52,male,mental_health_crisis,1,3,1,0,1,7,0,0,late_night,4,1,40,52.0
54,female,public_intoxication,3,1,2,1,2,1,0,2,late_night,3,2,26,31.5
43,female,DUI,2,1,1,2,1,2,0,2,day,2,1,26,71.3
16,male,traffic_violation,0,0,2,2,2,2,0,1,night,1,1,9,98.4
26,male,DUI,2,2,1,1,1,5,0,1,night,2,1,33,96.0
16,male,theft,1,0,1,2,1,0,1,1,Day,2,0,17,66.7
25,male,traffic_violation,0,0,0,3,1,2,1,3,evening,2,0,18,98.2
29,male,traffic_violation,0,0,3,2,2,4,0,3,late_night,3,2,NA,54.9
37,male,traffic_violation,1,0,0,2,1,3,0,1,day,1,0,19,95.4
26,male,public_intoxication,2,1,2,0,1,3,0,1,day,2,2,16,56.5
17,female,mental_health_crisis,2,3,1,0,2,6,0,1,night,2,1,41,58.0
,female,traffic_violation,1,1,0,3,1,1,0,1,late_night,2,0,NA,92.1
29,male,DUI,3,1,1,1,1,4,0,2,day,2,1,33,42.0
16,male,mental_health_crisis,0,2,0,1,1,5,0,2,day,3,0,31,92.2
41,male,other,1,0,1,1,1,2,1,1,day,1,0,10,95.4
54,male,other,0,0,2,0,2,3,0,0,night,2,2,16,67.8
19,male,violent_crime,1,0,3,0,3,2,1,3,day,5,3,16,46.8
54,female,suspicious_person,0,1,1,1,1,3,0,3,evening,2,0,15,65.8
36,female,other,1,2,0,1,1,0,1,1,late_night,1,0,17,71.9
17,female,violent_crime,2,0,2,0,3,2,1,3,evening,5,3,10,51.5
33,female,other,2,0,2,1,2,2,0,1,day,3,1,17,65.3
,male,traffic_violation,0,1,1,1,1,4,0,1,night,1,0,11,86.9
18,male,DUI,2,2,2,1,2,6,0,1,day,3,0,37,75.4
16,female,misc,0,0,1,1,1,1,0,2,day,2,0,NA,79.1
36,female,other,1,0,1,1,0,2,1,2,day,3,1,22,55.4
41,female,violent_crime,1,0,3,0,3,1,0,3,night,4,3,7,33.4
unknown,female,mental health crisis,0,3,1,2,1,6,0,1,Day,3,0,38,89.1
49,female,mental_health_crisis,1,2,1,0,1,3,0,2,evening,3,0,41,55.3
38,male,traffic_violation,0,0,2,2,2,3,0,0,evening,1,1,15,69.1
41,Male,theft,1,1,2,2,1,2,1,1,night,2,0,17,77.3
63,male,domestic_disturbance,3,0,0,2,1,5,1,2,day,3,0,37,71.6
25,female,suspicious_person,0,1,1,3,2,2,0,1,late_night,2,0,15,99.2
NA,male,traffic_violation,1,0,1,3,2,1,0,1,late_night,1,0,22,91.8
24,unknown,violent_crime,3,2,3,0,3,1,1,2,day,4,3,9,16.5
26,male,domestic_disturbance,1,1,1,1,2,3,1,2,day,3,1,NA,42.7
102,male,traffic_violation,1,1,1,1,1,2,0,0,night,2,0,15,70.8
38,male,other,1,0,2,2,2,5,0,2, night ,3,1,21,84.7
unknown,male,other,1,0,2,2,1,1,0,2,night,3,1,20,60.1
37,female,public_intoxication,1,0,2,1,1,3,1,1,day,2,1,20,63.9
40,male,shoplifting,1,0,2,1,0,3,1,2,night,2,1,21,76.6
31,unknown,domestic_disturbance,2,1,1,1,1,5,1,1,evening,3,0,32,84.8
32,male,violent_crime,0,1,4,0,3,2,1,2,day,3,3,12,34.4
18,Female,DUI,0,2,1,1,1,3,0,1,late_night,3,2,24,50.6
34,male,suspicious_person,1,2,1,0,1,2,1,1,late_night,2,0,23,51.1
44,male,violent_crime,1,1,3,0,2,0,0,3,day,4,3,10,34.8
29,female,theft,0,1,1,2,1,1,0,1,evening,1,0,20,95.5
,male,domestic_disturbance,2,0,4,0,2,2,0,2,evening,3,2,23,22.4
NA,male,other,1,0,0,2,0,6,0,1,late_night,2,0,17,100.0
26,unknown,theft,1,0,2,1,1,3,1,2,day,1,2,14,60.0
29,male,traffic_violation,0,0,1,2,1,1,0,1,day,1,0,16,79.3
19,female,theft,2,1,2,2,2,2,1,2,evening,4,1,29,52.2
28,male,suspicious_person,0,2,1,2,2,4,0,2,late_night,3,1,12,85.9
42,female,traffic_violation,0,0,0,2,1,4,0,0,night,2,0,8,98.4
35,male,violent_crime,2,0,3,1,2,4,0,3,night,5,3,18,55.4
30,male,domestic_disturbance,0,2,2,0,2,0,1,1,LateNight,2,2,21,29.9
16,male,theft,0,0,1,1,2,3,1,2,evening,1,1,12,80.2
21,female,DUI,3,0,0,1,1,3,0,0,late_night,3,0,36,91.0
unknown,female,NA,1,1,1,1,1,4,0,1,day,4,1,27,70.9
16,male,theft,0,0,2,2,2,3,0,0,day,1,0,10,75.2
42,male,traffic_violation,0,1,2,0,1,3,0,1,night,2,1,21,52.2
26, female ,DUI,2,0,1,3,2,4,0,0,evening,2,0,30,100.0
49,female,other,2,0,0,0,0,4,0,2,late_night,3,1,15,76.5
39,male,domestic_disturbance,0,2,1,1,1,4,0,2,night,3,1,29,80.6
51,male,public_intoxication,2,2,2,0,1,3,0,1,day,3,2,20,30.7
49,male,other,0,0,1,3,1,3,1,2,evening,2,0,23,86.0
24,female,traffic_violation,0,0,1,2,1,3,0,2,night,2,0,21,84.7
25,male,traffic_violation,1,0,1,2,2,1,0,1,evening,2,0,4,86.0
37,Male,violent_crime,0,1,3,0,3,2,0,2,night,5,3,11,37.5
39,Male,traffic_violation,1,1,0,3,1,0,0,0,night,1,0,19,86.5
40,male,public_intoxication,3,1,2,0,3,4,0,0,evening,1,0,27,57.3
16,male,other,0,2,1,0,1,4,0,2,night,2,2,20,58.8
50,female,mental_health_crisis,0,2,1,0,1,7,1,3,late_night,4,2,44,47.5
21,male,domestic_disturbance,1,0,4,2,2,2,0,2,evening,3,2,14,31.7
39,male,suspicious_person,2,3,1,1,2,4,0,0,evening,2,0,15,74.9
34,male,traffic_violation,1,0,2,2,1,2,0,1,day,2,1,6,72.3
35,male,mental_health_crisis,0,1,3,0,1,4,0,2,evening,4,2,31,55.1
37,male, theft ,0,2,2,0,2,3,1,2,evening,3,1,20,55.5
20,unknown,DUI,1,2,1,1,1,3,0,0,evening,1,0,40,65.1
31, male ,DUI,2,1,0,1,0,5,0,3,day,3,1,35,62.0
39,male,public_intoxication,1,1,1,0,2,1,1,2,night,2,1,30,48.9
55,male,public_intoxication,1,0,2,0,1,3,1,1,evening,2,2,15,52.1
34,male,suspicious_person,0,0,2,1,0,4,0,0,day,3,0,27,81.0
32,female,DUI,1,1,3,0,1,4,0,1,night,3,2,29,41.1
34,male,violent_crime,3,0,3,0,3,0,1,3,evening,4,3,1,40.3
NA,female,mental_health_crisis,1,2,2,0,0,6,0,2,day,3,2,43,45.9
29,Female,theft,0,1,2,0,2,0,1,2,night,1,3,11,39.8
,female,violent_crime,1,0,4,0,3,1,1,3,late_night,5,3,1,22.9
37,male,theft,1,1,0,3,1,0,0,2,night,2,0,21,100.0
16,Male,theft,1,0,2,1,1,3,0,2,day,2,2,17,44.9
46,male,traffic_violation,0,0,2,2,1,1,0,0,night,1,1,8,85.0
35,female,warrant,0,0,1,1,2,0,0,1,late_night,2,1,18,71.8
30,female,warrant,0,1,2,1,2,1,0,2,evening,3,1,9,63.7
42,male,public_intoxication,2,0,1,1,2,1,0,2,day,2,0,NA,59.4
34,male,retail_theft,0,0,2,1,2,2,0,2,evening,2,0,,77.9
16,male,theft,3,1,3,0,2,1,1,2,late_night,2,1,19,24.8
37,unknown,mental_health_crisis,0,1,1,1,1,5,0,0,Evening,3,0,36,87.9
16,female,theft,0,0,2,0,1,4,1,2,NA,2,2,,53.7
18,female,DUI,2,0,2,0,1,3,0,2,late_night,3,1,33,64.7
41,male,theft,1,1,3,0,1,6,0,0,day,2,2,,51.2
44,female,domestic_disturbance,2,1,0,1,1,4,1,2,day,3,1,33,60.4
31,female,violent_crime,2,1,3,0,3,1,1,3,night,5,4,10,27.2
34,male,traffic_violation,0,0,0,2,1,5,0,1,night,1,0,8,100.0
34,female,DUI,1,1,1,2,1,3,0,0,night,1,0,28,80.4
53,male,mental_health_crisis,0,2,2,0,2,6,1,2,day,4,0,36,82.8
34,female,theft,0,1,3,0,1,3,1,0,day,2,1,19,55.8
32,male,DUI,2,0,0,3,1,4,0,1,day,1,0,36,100.0
21,male,warrant,0,0,0,2,1,3,0,1,day,3,0,19,100.0
35,female,theft,0,0,1,0,2,4,1,1,day,2,0,20,84.3
36,male,theft,0,0,1,2,0,2,0,2,evening,3,1,13,60.5
20,female,domestic_disturbance,1,0,3,2,2,2,0,2,late_night,2,1,12,62.4
33,female,DUI,3,0,1,3,1,5,0,0,evening,1,0,30,100.0
unknown,male,warrant,1,1,1,0,1,0,0,1,evening,3,1,3,59.4
47,male,traffic_violation,0,1,1,1,1,3,1,0,day,1,0,14,85.4
35,male,traffic_violation,0,1,1,3,2,2,0,1,day,2,0,23,96.4
26,male,theft,0,0,2,1,2,1,1,1,day,2,0,8,73.1
18,male,public_intoxication,3,1,4,0,3,2,1,3,evening,3,3,26,0.0
35,female,traffic_violation,0,0,0,3,1,3,0,1,night,2,0,15,100.0
39,male,traffic_violation,0,0,1,1,1,2,0,0,night,1,1,17,69.2
47,male,traffic stop,0,0,1,2,2,3,0,1,day,1,0,17,90.8
31,male,theft,1,1,4,0,3,3,0,1,evening,2,2,16,29.8
35,male,traffic_violation,1,0,0,2,1,0,0,2,late_night,2,1,21,86.3
61,male,theft,0,1,1,1,2,0,1,1,day,2,1,13,48.6
24,male,warrant,0,1,1,1,2,2,1,2,late_night,2,1,17,68.8
unknown,male,domestic_disturbance,2,0,2,1,1,3,1,0,night,2,1,28,74.0
unknown,female,suspicious_person,1,3,0,1,1,5,0,1,day,2,0,29,99.4
18,male,DUI,2,2,2,1,1,6,0,2,late_night,3,0,41,66.0
43,unknown,theft,0,1,3,2,1,3,1,2,day,2,1,22,55.3
35,male,domestic_disturbance,1,0,2,1,2,2,0,2,night,3,2,21,69.8
33,male,DUI,2,2,2,0,2,3,0,2,night,2,2,35,42.5
38,male,warrant,1,0,0,1,0,2,0,1,night,2,1,11,92.0
33,female,warrant,1,0,2,1,1,2,0,1,late_night,4,0,22,68.7
36,male,traffic_violation,0,2,1,2,2,2,0,0,night,2,0,11,90.7
33,female,DUI,2,0,1,1,2,4,0,2,day,1,1,33,58.4
37,male,suspicious_person,0,1,1,2,1,2,0,1,night,2,0,22,90.8
39,male,warrant,0,1,2,0,1,0,0,0,night,1,2,12,58.9
16,male,theft,1,1,2,1,2,2,0,1,night,2,2,19,53.9
24,male,traffic_violation,1,0,2,1,1,1,0,2,day,1,0,8,67.8
34,male,DUI,2,3,0,1,2,5,0,1,night,3,0,38,75.2
NA,male,DUI,1,2,4,1,2,5,0,1,Evening,2,0,30,96.5
36,male,mental_health_crisis,1,1,2,0,1,6,0,2,day,3,0,30,64.9
35,male,traffic_violation,0,0,1,3,1,3,1,1,evening,1,0,20,100.0
22,male,DUI,1,0,2,1,1,5,0,0,evening,2,0,27,75.0
43,male,theft,0,0,1,1,1,1,0,1,day,2,1,17,86.0
26,male,NA,0,0,1,3,1,3,0,2,late_night,1,0,15,100.0
36,male,traffic_violation,0,0,2,2,1,0,0,1,day,1,0,15,84.3
39,male,traffic_violation,0,0,1,2,1,2,0,1,late_night,2,1,10,83.2
16,male,theft,1,0,3,0,1,3,1,2,evening,3,2,9,50.3
38,male,theft,0,2,1,1,2,2,0,1,day,2,0,23,64.4
36,Male,domestic_disturbance,0,1,3,1,2,2,0,3,night,3,1,22,36.7
42, male ,warrant,1,1,3,2,1,0,0,2,night,3,0,14,66.5
31,male,violent_crime,3,1,2,0,3,2,0,3,day,4,3,15,38.2
,male,warrant,0,0,2,0,2,3,0,1,night,1,2,20,46.2
44,male,public_intoxication,2,2,3,1,1,4,0,2,day,2,1,32,53.5
42,female,traffic_violation,0,0,2,2,1,2,0,0,Day,2,0,12,85.8
39,female,warrant,1,1,2,1,2,1,0,1,late_night,2,1,5,56.7
49,male,TrafficViolation,0,1,1,2,1,2,0,0,evening,1,0,20,78.4
27,female,traffic_violation ,2,1,0,3,2,4,0,1,day,2,0,22,104.1
46,male,theft,0,2,0,1,2,4,1,2,late_night,1,0,16,79.7
31,male,public_intoxication ,2,1,3,0,1,3,1,2,night,3,2,13,38.9
34,male,theft,1,1,2,0,1,1,0,1,Day,3,1,13,56.2
32,female,theft,0,1,1,1,2,3,0,1,night,2,1,11,73.5
49,female,mental_health_crisis,1,2,0,0,2,6,0,1,day,3,1,23,63.8
38,male,traffic_violation,0,0,1,1,1,0,0,1,night,1,2,5,75.8
29,female,DUI,3,1,1,1,1,4,0,1,night,1,1,32,47.3
unknown,male,DUI,3,0,1,3,2,2,0,1,late_night,3,0,34,81.7
36,unknown,theft,0,1,2,3,2,2,1,1,,2,2,4,12.4
28,female,traffic_violation,0,3,0,2,1,2,1,1,late_night,2,0,24,87.8
38,male,other,0,0,2,0,1,1,0,0,day,1,1,8,69.0
33,male,domestic_disturbance,0,1,2,1,2,2,1,2,late_night,3,2,20,53.7
24,male,other,0,1,2,1,2,3,1,2,night,1,1,16,74.5
17,male,theft,0,1,2,0,2,4,1,1,evening,2,0,21,68.0
29,male,domestic_disturbance,2,1,2,0,2,3,0,2,day,2,2,35,41.8
36,male,traffic_violation,0,0,2,0,1,1,0,1,NA,1,2,11,51.1
26,male,suspicious_person,1,0,0,1,1,0,1,1,evening,1,0,19,81.7
48,female,other,0,0,3,0,2,4,0,0,evening,1,0,29,61.6
32,female,theft,0,0,3,2,2,3,1,3,evening,3,1,21,50.5
25,male,theft,1,0,2,1,1,2,0,1,day,1,1,18,65.8
28,male,theft,2,0,1,0,2,3,1,2,night,3,1,25,61.2
45,female,public_intoxication,2,1,2,0,2,2,1,1,night,2,3,18,22.8
43,female,suspicious person,0,1,2,0,2,2,0,0,day,2,1,11,66.1
19,male,other,0,1,1,0,1,3,0,3,night,1,0,24,74.9
22,male,violent_crime,2,1,3,0,3,3,1,3,late_night,5,4,16,43.4
50, male ,traffic_violation,0,0,0,3,0,1,0,1,night,2,0,14,92.6
34,male,mental_health_crisis,0,2,1,1,2,7,0,1,day,3,0,36,90.1
30,male,theft,0,0,1,1,2,0,0,1,late_night,3,1,5,65.9
22,male,suspicious_person,0,3,0,1,1,1,0,1,late_night,2,1,18,61.1
22,male,theft,0,0,2,2,2,4,0,1,late_night,3,0,19,70.2
30,female,traffic_violation,1,1,2,2,1,1,0,0,day,1,0,12,80.4
36,unknown,DUI,2,0,1,1,2,2,0,3,evening,3,2,30,50.7
40,male,DUI,2,2,2,1,2,3,0,1,night,1,0,38,49.2
17,male,traffic_violation,0,0,0,2,1,4,0,0,evening,3,0,21,100.0
41,female,violent_crime,1,1,4,0,2,1,0,3,NA,4,3,10,29.1
33,female,other,0,0,0,2,1,1,0,1,late_night,2,0,18,93.3
18,male,DUI,2,1,1,1,1,3,0,1,late_night,2,0,31,77.7
18,unknown,DUI,2,1,0,1,1,4,0,2,evening,2,1,35,80.2
51,female,suspicious_person,0,1,0,1,0,4,0,1,day,2,0,11,76.3
unknown,male,suspicious_person,0,0,0,0,1,1,0,1,day,2,1,22,85.6
48,male,warrant,0,0,1,1,1,1,0,1,night,2,1,15,75.4
,male,theft,0,0,1,2,1,4,0,2,late_night,2,0,17,91.4
31,female,traffic_violation,0,0,0,2,1,5,0,1,evening,2,0,16,100.0
unknown,male,theft,0,0,0,2,1,2,1,0,evening,1,0,21,89.1
41,male,TrafficViolation,1,0,0,3,1,4,1,0,evening,2,0,11,100.0
46,male,warrant,0,1,2,1,2,0,0,1,late_night,4,1,11,73.4
16,unknown,suspicious_person,0,1,1,2,2,3,0,2,day,2,0,27,72.0
30,male,suspicious_person,0,2,2,1,2,3,1,0,day,2,0,20,67.4
43,male,domestic_disturbance ,1,2,3,0,2,2,0,3,late_night,4,2,21,16.9
29,female,public_intoxication,2,0,3,0,1,6,0,0,day,4,2,20,63.6
19,male,violent_crime,0,1,2,0,3,0,1,3,evening,4,3,8,38.1
22,female,theft,0,0,1,1,1,3,1,0,late_night,2,1,21,89.8
28,female,suspicious_person,0,0,0,1,2,3,0,2,late_night,2,0,20,94.9
39,female,warrant,0,1,1,0,1,2,0,2,day,2,1,15,56.4
30,male,traffic_violation,0,1,1,3,1,2,0,1,late_night,2,0,21,86.5
16,,public intox,1,2,2,1,2,5,0,1,evening,2,1,27,65.2
48,male,other,1,0,0,2,0,2,0,0,night,2,0,15,87.1
28,male,traffic_violation,1,0,0,2,0,3,0,1,night,2,0,18,100.0
33,female,DUI,1,0,1,1,0,2,0,1,day,1,1,21,71.0
28,female,violent_crime,1,1,3,0,2,0,1,2,night,5,3,6,33.1
16,female,violent_crime,2,2,4,0,3,3,0,3,day,4,3,11,40.9
19,male,theft,0,1,2,0,2,1,0,2,late_night,3,1,19,67.5
43,male,domestic,1,1,0,1,2,3,0,2,evening,4,1,19,75.5
19,female,warrant,1,1,2,2,2,1,0,2, night ,3,1,20,64.7
30,female,theft,0,0,0,3,2,2,0,1,night,3,0,NA,100.0
16,male,theft,0,2,0,1,2,4,1,2,night,2,1,18,76.7
48,male,warrant,0,1,3,0,2,2,1,1,day,2,3,19,21.3
45,male,traffic_violation,1,2,2,0,2,4,0,1,evening,1,1,13,63.3
56,male,mental_health_crisis,0,1,3,0,1,5,0,2,evening,4,2,28,44.5
42,male,other,0,0,1,0,1,0,1,0,evening,2,1,6,61.4
7,female,warrant,0,0,3,1,2,1,0,1,day,1,1,7,46.9
47,male,traffic_violation,0,1,3,1,2,0,1,1,evening,1,1,8,40.5
22,male,traffic_violation,1,1,0,2,2,3,0,2,late_night,1,0,17,67.8
51,female,domestic_disturbance,1,1,4,0,3,3,0,2,evening,4,2,21,23.5
36,male,traffic_violation,2,0,2,1,1,2,0,1,evening,1,0,8,56.9
NA,,public_intoxication,3,1,0,1,2,4,0,2,day,3,0,33,60.2
24,female,traffic_violation,0,1,1,1,2,2,0,0,evening,2,0,11,85.3
40,male,other,1,2,0,3,2,4,0,1,night,3,0,24,90.0
26,female,other,0,1,0,1,1,3,0,2,night,3,0,NA,92.2
24,male,other,1,0,1,2,2,4,0,0,day,2,0,13,91.0
23,male,traffic_violation,1,0,2,1,1,0,1,1,evening,1,1,,57.8
29,male,DUI,2,0,0,0,1,5,0,1,late_night,2,0,34,71.9
25,female,violent_crime,1,1,4,0,2,4,1,3,late_night,5,3,17,26.2
39,female,traffic_violation,1,0,0,1,1,2,1,0,day,1,0,22,84.8
21,male,violent_crime,1,0,2,0,3,3,0,3,night,5,2,8,57.7
unknown,male,warrant,0,1,3,2,2,2,0,2,evening,3,2,9,59.6
25,male,mental_health_crisis,0,2,3,1,1,6,1,1,day,3,0,44,63.5
29,male,mental_health_crisis,2,1,1,0,1,6,0,3,evening,3,1,40,52.9
36,female,suspicious_person,1,2,1,0,1,6,0,2,night,3,1,29,46.9
29,unknown,traffic_violation,0,0,2,3,2,3,0,2,night,1,0,12,81.4
18,female,suspicious_person,1,0,3,0,2,3,0,2,day,2,2,,25.1
35,male,theft,0,0,0,2,1,2,0,0,late_night,1,0,17,89.7
48,female,public_intoxication,1,0,4,1,2,2,0,1,night,3,2,13,41.6
24,male,warrant,0,0,2,2,1,0,0,0,evening,2,0,,73.9
47,,theft,0,1,4,1,2,1,1,1,late_night,3,2,20,39.9
29,female,violent_crime,0,0,4,0,3,4,1,3,evening,4,3,15,40.8
26,male,DUI,2,1,1,0,1,5,0,0,day,1,0,34,75.4
39,male,NA,1,1,2,1,3,2,0,1,Day,2,1,7,70.4
48,female,traffic stop,0,1,1,2,3,1,0,1,day,2,0,18,74.6
35,male,traffic_violation,1,0,1,2,1,4,0,1,evening,1,0,10,81.0
18,female,theft,0,1,3,1,2,2,1,1,night,2,2,26,32.1
24,female,theft,0,1,0,2,1,3,1,0,evening,2,0,0,84.1
17,female,public_intoxication,2,2,3,0,1,6,1,2,night,3,3,23,47.2
48,female,public_intoxication,2,1,2,0,1,3,1,1,night,1,1,19,57.2
29,female,public_intoxication,2,2,1,2,2,4,1,1,,2,0,28,85.5
40,female,warrant,0,0,1,2,1,4,0,0,night,3,0,16,100.0
46,male,assault/violent_crime,2,3,4,0,3,4,0,3,night,4,3,23,18.5
40,female,mental_health_crisis,0,3,0,1,2,7,0,0,day,4,0,39,89.7
35,female,suspicious_person,0,2,1,0,2,6,1,2,night,2,1,23,56.8
34,male,traffic_violation,1,0,2,3,1,0,0,0,night,1,5,10,93.6
31,male,traffic_violation,0,0,2,3,1,2,0,2,night,3,1,11,92.6
31,male,suspicious_person,0,0,1,2,1,1,1,1,night,1,0,8,85.9
40,unknown,NA,1,1,1,1,1,6,1,2,evening,3,1,32,81.0
18,unknown,DUI,1,1,0,1,0,3,0,0,evening,2,0,31,81.5
23,female,theft,0,0,1,2,1,2,1,1,evening,1,0,16,87.2
37,female,traffic_violation,1,0,1,2,1,2,0,1,day,1,1,13,83.5
16,male,warrant,0,0,1,0,1,2,0,2,evening,3,2,7,65.3
24,male,theft,1,0,1,1,1,2,0,1,day,2,0,12,69.2
41,male,mental_health_crisis,1,2,3,0,1,5,0,1,night,3,1,46,45.1
36,male,violent_crime,0,2,4,0,2,3,0,2,day,4,4,6,33.2
unknown,male,DUI,2,2,2,0,1,6,0,1,late_night,1,1,41,61.8
47, male ,domestic,1,2,0,0,2,2,0,2,night,4,1,34,65.1
31,male,theft,0,0,1,0,3,3,1,1,night,1,1,6,78.6
60,male,traffic_violation,1,2,2,1,3,0,0,1,day,3,0,19,62.0
45,unknown,DUI,3,1,1,2,1,2,0,1,night,2,0,24,71.5
40,female,public_intoxication,2,3,3,0,2,5,0,1,late_night,2,1,26,41.8
58,female,public_intoxication,0,2,3,0,2,3,1,1,day,2,3,21,10.8
18,male,suspicious_person,0,2,1,1,2,3,0,0,evening,1,1,12,78.9
67,female,other,0,1,2,2,1,3,1,1,night,3,0,21,75.8
45,female,warrant,0,1,1,1,2,1,0,2,evening,2,2,13,72.7
35,female,traffic_violation,0,0,0,3,1,2,0,1,day,2,0,13,100.0
16,female,violent_crime,1,1,3,0,3,0,1,3,evening,5,3,11,35.4
33,female,DUI,3,1,1,2,1,4,0,0,day,2,0,30,87.7
29,male,theft,0,0,0,1,0,1,0,0,evening,3,1,14,87.3
16,male,theft,0,1,2,2,1,2,0,3,evening,2,0,26,67.2
32,female,DUI,2,2,1,1,1,3,0,0,day,2,0,39,62.4
16,male,traffic_violation,1,0,0,3,1,2,0,0,night,2,0,4,100.0
30,male,public_intoxication,2,1,3,0,2,1,0,1,late_night,3,2,22,38.3
17,female,theft,1,0,1,1,2,2,1,1,evening,2,0,,56.7
36,female,traffic_violation,1,1,0,0,1,0,0,0,night,2,1,17,61.4
50,,traffic_violation,0,1,1,2,1,2,0,1,day,1,0,13,78.9
53,female,warrant,0,0,0,2,2,2,0,2,late_night,4,0,18,93.1
41,male,DUI,1,0,0,2,1,3,0,0,evening,3,0,30,100.0
16,female,theft,0,1,4,1,2,1,0,1,late_night,2,2,1,47.7
23,female,theft,1,0,2,1,1,3,0,2,evening,2,2,7,57.3
43,male,suspicious_person,0,1,2,1,2,4,0,2,NA,3,1,18,64.8
22,male,theft,1,0,3,1,2,3,1,2,NA,2,2,17,41.9
44,unknown,traffic_violation,0,0,0,1,1,2,0,0,evening,2,0,12,89.1
34,male,public_intoxication,2,0,3,0,2,3,0,1,late_night,3,2,24,41.8
49,male,mental_health_crisis,0,3,0,1,2,6,0,1,day,3,0,35,78.5
20,male,suspicious_person,0,1,0,1,2,2,0,1,late_night,2,0,17,91.4
39,female,DUI,2,1,1,1,2,4,0,2,evening,2,0,31,68.0
24,male,public_intoxication,1,2,3,0,1,5,1,2,night,2,2,27,26.9
26,male,DUI,2,0,1,0,1,4,0,0,night,2,1,24,69.4
unknown,female,other,0,0,1,2,2,3,0,0,,2,0,18,93.1
19,male,violent_crime,1,0,4,0,2,1,0,1,late_night,4,3,14,40.7
26,F,other,0,1,1,2,1,3,0,2,late_night,2,0,30,89.0
45,female,domestic_disturbance,1,2,2,0,2,5,0,3,day,3,3,27,37.9
16,female,traffic_violation,1,1,1,2,2,2,1,2,evening,2,1,16,68.5
44,male,other,2,0,1,1,2,2,0,2,day,3,0,22,73.7
41,male,violent_crime,2,0,4,0,3,2,1,3, day ,4,3,15,36.2
57,female,theft,0,0,0,3,1,4,1,3,evening,1,0,23,99.3
,female,violent_crime,1,1,4,1,3,1,0,3,late_night,5,2,6,31.0
41,female,theft,0,1,1,3,1,1,0,1,day,1,0,14,88.6
16, male ,traffic_violation,1,0,0,2,1,1,1,1,day,2,0,14,82.4
32,male,DUI,2,0,0,1,1,6,0,0,night,1,0,35,83.8
29,male,misc,1,1,2,1,2,1,0,2,late_night,2,1,18,43.6
26,male,domestic_disturbance,1,1,3,0,2,2,0,2,evening,4,2,21,18.5
40,male,suspicious person,0,0,0,0,1,1,0,1,day,2,1,22,85.6
29,female,suspicious_person,1,1,3,0,2,0,0,2,day,4,2,21,13.9
38,female,theft,0,1,3,0,2,0,1,0,NA,1,2,14,39.1
39,male,mental_health_crisis,0,2,1,1,1,6,0,0,day,3,2,26,65.3
22,male,violent_crime,2,1,3,0,3,1,0,3,night,4,4,9,28.0
30,female,domestic_disturbance,2,0,1,1,1,4,0,2,evening,3,2,9,68.1
18,female,suspicious_person,1,0,0,3,1,1,1,2,late_night,2,1,19,12.4
41,male,public_intoxication,2,1,1,1,1,2,0,2,day,3,0,11,87.7
